id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,temperature,fuel_price,cpi,unemployment,sell_price,day_of_month,week_of_year,quarter,is_weekend,is_event,snap
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_396,13,2024-01-31,2024_05,Wednesday,3,1,2024,,,,,0,0,0,55.3,3.2,302.67,4.61,4.69,31,5,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_397,14,2024-02-01,2024_05,Thursday,4,2,2024,,,,,1,1,1,58.6,3.16,302.25,4.58,4.69,1,5,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_398,33,2024-02-02,2024_05,Friday,5,2,2024,,,,,1,1,1,56.1,3.13,302.4,4.65,4.69,2,5,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_399,31,2024-02-03,2024_05,Saturday,6,2,2024,,,,,1,1,1,57.8,3.2,301.83,4.58,4.69,3,5,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_400,22,2024-02-04,2024_05,Sunday,7,2,2024,,,,,1,1,1,51.9,3.14,303.05,4.66,4.98,4,5,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_401,16,2024-02-05,2024_06,Monday,1,2,2024,,,,,1,1,1,54.7,3.26,302.39,4.77,4.98,5,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_402,22,2024-02-06,2024_06,Tuesday,2,2,2024,,,,,1,1,1,56.9,3.15,302.5,4.71,4.98,6,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_403,11,2024-02-07,2024_06,Wednesday,3,2,2024,,,,,1,1,1,60.2,3.3,301.59,4.68,4.98,7,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_404,26,2024-02-08,2024_06,Thursday,4,2,2024,,,,,0,0,0,54.4,3.16,301.92,4.64,4.98,8,6,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_405,20,2024-02-09,2024_06,Friday,5,2,2024,,,,,0,0,0,59.2,3.21,302.77,4.55,4.98,9,6,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_406,19,2024-02-10,2024_06,Saturday,6,2,2024,,,,,0,0,0,55.5,3.22,302.4,4.58,4.98,10,6,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_407,27,2024-02-11,2024_06,Sunday,7,2,2024,,,,,0,0,0,56.5,3.38,301.54,4.71,4.89,11,6,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_408,19,2024-02-12,2024_07,Monday,1,2,2024,,,,,0,0,0,61.4,3.3,302.74,4.61,4.89,12,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_409,17,2024-02-13,2024_07,Tuesday,2,2,2024,,,,,0,0,0,47.6,3.27,302.13,4.61,4.89,13,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_410,15,2024-02-14,2024_07,Wednesday,3,2,2024,Valentines,National,,,0,0,0,51.3,3.33,302.93,4.64,4.89,14,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_411,19,2024-02-15,2024_07,Thursday,4,2,2024,,,,,0,0,0,50.7,3.13,302.34,4.6,4.89,15,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_412,21,2024-02-16,2024_07,Friday,5,2,2024,,,,,0,0,0,46.7,3.3,302.48,4.59,4.89,16,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_413,33,2024-02-17,2024_07,Saturday,6,2,2024,,,,,0,0,0,55.2,3.47,302.89,4.65,4.89,17,7,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_414,16,2024-02-18,2024_07,Sunday,7,2,2024,,,,,0,0,0,62.6,3.32,302.08,4.61,5.05,18,7,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_415,15,2024-02-19,2024_08,Monday,1,2,2024,,,,,0,0,0,57.7,3.32,302.05,4.61,5.05,19,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_416,13,2024-02-20,2024_08,Tuesday,2,2,2024,,,,,0,0,0,60.4,3.37,302.39,4.61,5.05,20,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_417,15,2024-02-21,2024_08,Wednesday,3,2,2024,,,,,0,0,0,65.1,3.4,302.82,4.68,5.05,21,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_418,22,2024-02-22,2024_08,Thursday,4,2,2024,,,,,0,0,0,66.6,3.18,301.97,4.64,5.05,22,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_419,31,2024-02-23,2024_08,Friday,5,2,2024,,,,,0,0,0,59.9,3.21,301.86,4.64,5.05,23,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_420,21,2024-02-24,2024_08,Saturday,6,2,2024,,,,,0,0,0,67.3,3.36,302.87,4.68,5.05,24,8,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_421,30,2024-02-25,2024_08,Sunday,7,2,2024,,,,,0,0,0,61.2,3.29,302.32,4.64,4.93,25,8,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_422,14,2024-02-26,2024_09,Monday,1,2,2024,,,,,0,0,0,56.9,3.46,302.42,4.63,4.93,26,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_423,14,2024-02-27,2024_09,Tuesday,2,2,2024,,,,,0,0,0,58.4,3.34,301.85,4.67,4.93,27,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_424,24,2024-02-28,2024_09,Wednesday,3,2,2024,,,,,0,0,0,54.2,3.21,302.34,4.68,4.93,28,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_425,12,2024-02-29,2024_09,Thursday,4,2,2024,,,,,0,0,0,57.5,3.27,302.63,4.64,4.93,29,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_426,24,2024-03-01,2024_09,Friday,5,3,2024,,,,,1,1,1,60.4,3.16,303.02,4.65,4.93,1,9,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_427,27,2024-03-02,2024_09,Saturday,6,3,2024,,,,,1,1,1,66.5,3.36,302.36,4.61,4.93,2,9,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_428,26,2024-03-03,2024_09,Sunday,7,3,2024,,,,,1,1,1,71.4,3.37,303.35,4.6,5.13,3,9,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_429,26,2024-03-04,2024_10,Monday,1,3,2024,,,,,1,1,1,56.2,3.36,302.43,4.68,5.13,4,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_430,13,2024-03-05,2024_10,Tuesday,2,3,2024,,,,,1,1,1,65.4,3.48,302.45,4.67,5.13,5,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_431,25,2024-03-06,2024_10,Wednesday,3,3,2024,,,,,1,1,1,58.5,3.5,303.35,4.66,5.13,6,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_432,17,2024-03-07,2024_10,Thursday,4,3,2024,,,,,1,1,1,66.4,3.39,302.84,4.65,5.13,7,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_433,28,2024-03-08,2024_10,Friday,5,3,2024,,,,,0,0,0,63.7,3.24,302.56,4.64,5.13,8,10,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_434,29,2024-03-09,2024_10,Saturday,6,3,2024,,,,,0,0,0,55.5,3.47,302.73,4.67,5.13,9,10,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_435,22,2024-03-10,2024_10,Sunday,7,3,2024,,,,,0,0,0,69.6,3.47,303.35,4.68,5.1,10,10,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_436,23,2024-03-11,2024_11,Monday,1,3,2024,,,,,0,0,0,62.2,3.45,303.42,4.68,5.1,11,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_437,26,2024-03-12,2024_11,Tuesday,2,3,2024,,,,,0,0,0,62.9,3.51,302.52,4.63,5.1,12,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_438,21,2024-03-13,2024_11,Wednesday,3,3,2024,,,,,0,0,0,60.5,3.34,302.85,4.7,5.1,13,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_439,24,2024-03-14,2024_11,Thursday,4,3,2024,,,,,0,0,0,62.9,3.6,302.92,4.64,5.1,14,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_440,17,2024-03-15,2024_11,Friday,5,3,2024,,,,,0,0,0,68.6,3.37,302.51,4.66,5.1,15,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_441,28,2024-03-16,2024_11,Saturday,6,3,2024,,,,,0,0,0,65.8,3.51,302.9,4.64,5.1,16,11,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_442,17,2024-03-17,2024_11,Sunday,7,3,2024,,,,,0,0,0,68.7,3.32,302.94,4.64,5.28,17,11,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_443,19,2024-03-18,2024_12,Monday,1,3,2024,,,,,0,0,0,69.2,3.38,303.41,4.59,5.28,18,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_444,16,2024-03-19,2024_12,Tuesday,2,3,2024,,,,,0,0,0,74.3,3.58,303.46,4.66,5.28,19,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_445,17,2024-03-20,2024_12,Wednesday,3,3,2024,,,,,0,0,0,66.3,3.44,302.86,4.76,5.28,20,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_446,28,2024-03-21,2024_12,Thursday,4,3,2024,,,,,0,0,0,60.9,3.54,302.92,4.6,5.28,21,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_447,21,2024-03-22,2024_12,Friday,5,3,2024,,,,,0,0,0,74.0,3.49,303.29,4.62,5.28,22,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_448,25,2024-03-23,2024_12,Saturday,6,3,2024,,,,,0,0,0,67.3,3.47,302.81,4.59,5.28,23,12,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_449,26,2024-03-24,2024_12,Sunday,7,3,2024,,,,,0,0,0,74.8,3.59,303.3,4.59,5.11,24,12,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_450,19,2024-03-25,2024_13,Monday,1,3,2024,,,,,0,0,0,71.5,3.46,303.05,4.69,5.11,25,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_451,23,2024-03-26,2024_13,Tuesday,2,3,2024,,,,,0,0,0,69.2,3.34,302.71,4.57,5.11,26,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_452,24,2024-03-27,2024_13,Wednesday,3,3,2024,,,,,0,0,0,71.9,3.43,302.74,4.58,5.11,27,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_453,18,2024-03-28,2024_13,Thursday,4,3,2024,,,,,0,0,0,80.2,3.54,303.71,4.52,5.11,28,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_454,17,2024-03-29,2024_13,Friday,5,3,2024,,,,,0,0,0,81.2,3.53,303.09,4.56,5.11,29,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_455,25,2024-03-30,2024_13,Saturday,6,3,2024,,,,,0,0,0,71.4,3.38,303.83,4.51,5.11,30,13,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_456,20,2024-03-31,2024_13,Sunday,7,3,2024,,,,,0,0,0,72.2,3.45,302.98,4.63,5.01,31,13,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_457,24,2024-04-01,2024_14,Monday,1,4,2024,,,,,1,1,0,77.1,3.46,303.32,4.73,5.01,1,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_458,18,2024-04-02,2024_14,Tuesday,2,4,2024,,,,,1,1,0,67.8,3.48,304.18,4.57,5.01,2,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_459,38,2024-04-03,2024_14,Wednesday,3,4,2024,,,,,1,1,0,74.0,3.4,302.82,4.5,5.01,3,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_460,29,2024-04-04,2024_14,Thursday,4,4,2024,,,,,1,1,0,72.5,3.46,302.5,4.63,5.01,4,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_461,31,2024-04-05,2024_14,Friday,5,4,2024,,,,,1,1,0,74.5,3.46,303.79,4.54,5.01,5,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_462,29,2024-04-06,2024_14,Saturday,6,4,2024,,,,,1,1,0,69.0,3.58,302.97,4.64,5.01,6,14,2,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_463,19,2024-04-07,2024_14,Sunday,7,4,2024,,,,,1,1,0,65.5,3.59,303.31,4.56,5.07,7,14,2,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_464,18,2024-04-08,2024_15,Monday,1,4,2024,,,,,0,0,0,63.4,3.51,303.1,4.54,5.07,8,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_465,23,2024-04-09,2024_15,Tuesday,2,4,2024,,,,,0,0,0,68.5,3.5,303.46,4.56,5.07,9,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_466,20,2024-04-10,2024_15,Wednesday,3,4,2024,,,,,0,0,0,72.1,3.54,302.99,4.6,5.07,10,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_467,20,2024-04-11,2024_15,Thursday,4,4,2024,,,,,0,0,0,73.2,3.47,303.32,4.55,5.07,11,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_468,31,2024-04-12,2024_15,Friday,5,4,2024,,,,,0,0,0,84.6,3.44,303.59,4.53,5.07,12,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_469,19,2024-04-13,2024_15,Saturday,6,4,2024,,,,,0,0,0,80.8,3.46,303.02,4.54,5.07,13,15,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_470,36,2024-04-14,2024_15,Sunday,7,4,2024,,,,,0,0,0,70.7,3.49,303.16,4.49,4.91,14,15,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_471,23,2024-04-15,2024_16,Monday,1,4,2024,,,,,0,0,0,77.5,3.44,303.32,4.57,4.91,15,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_472,21,2024-04-16,2024_16,Tuesday,2,4,2024,,,,,0,0,0,74.0,3.55,302.91,4.45,4.91,16,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_473,17,2024-04-17,2024_16,Wednesday,3,4,2024,,,,,0,0,0,74.9,3.6,303.33,4.52,4.91,17,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_474,20,2024-04-18,2024_16,Thursday,4,4,2024,,,,,0,0,0,77.5,3.42,303.56,4.57,4.91,18,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_475,24,2024-04-19,2024_16,Friday,5,4,2024,,,,,0,0,0,80.0,3.55,303.37,4.55,4.91,19,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_476,28,2024-04-20,2024_16,Saturday,6,4,2024,,,,,0,0,0,75.5,3.53,303.44,4.56,4.91,20,16,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_477,29,2024-04-21,2024_16,Sunday,7,4,2024,,,,,0,0,0,82.7,3.57,303.56,4.52,5.12,21,16,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_478,20,2024-04-22,2024_17,Monday,1,4,2024,,,,,0,0,0,72.0,3.55,303.32,4.58,5.12,22,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_479,20,2024-04-23,2024_17,Tuesday,2,4,2024,,,,,0,0,0,78.0,3.43,303.88,4.56,5.12,23,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_480,24,2024-04-24,2024_17,Wednesday,3,4,2024,,,,,0,0,0,91.2,3.45,304.2,4.54,5.12,24,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_481,31,2024-04-25,2024_17,Thursday,4,4,2024,,,,,0,0,0,79.6,3.55,303.45,4.56,5.12,25,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_482,29,2024-04-26,2024_17,Friday,5,4,2024,,,,,0,0,0,85.9,3.63,303.85,4.54,5.12,26,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_483,19,2024-04-27,2024_17,Saturday,6,4,2024,,,,,0,0,0,79.4,3.37,303.58,4.48,5.12,27,17,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_484,34,2024-04-28,2024_17,Sunday,7,4,2024,,,,,0,0,0,82.1,3.58,303.84,4.43,5.12,28,17,2,1,1,0
