id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,temperature,fuel_price,cpi,unemployment,sell_price,day_of_month,week_of_year,quarter,is_weekend,is_event,snap
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_742,19,2025-01-11,2025_02,Saturday,6,1,2025,,,,,0,0,0,57.2,3.07,308.76,4.6,5.05,11,2,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_743,16,2025-01-12,2025_02,Sunday,7,1,2025,,,,,0,0,0,46.3,3.21,308.05,4.53,4.76,12,2,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_744,16,2025-01-13,2025_03,Monday,1,1,2025,,,,,0,0,0,42.3,3.03,307.28,4.57,4.76,13,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_745,13,2025-01-14,2025_03,Tuesday,2,1,2025,,,,,0,0,0,52.2,3.06,307.69,4.63,4.76,14,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_746,21,2025-01-15,2025_03,Wednesday,3,1,2025,,,,,0,0,0,56.5,3.11,308.98,4.63,4.76,15,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_747,25,2025-01-16,2025_03,Thursday,4,1,2025,,,,,0,0,0,60.9,3.19,308.27,4.57,4.76,16,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_748,15,2025-01-17,2025_03,Friday,5,1,2025,,,,,0,0,0,54.7,3.0,308.15,4.62,4.76,17,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_749,22,2025-01-18,2025_03,Saturday,6,1,2025,,,,,0,0,0,50.4,3.02,309.12,4.72,4.76,18,3,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_750,19,2025-01-19,2025_03,Sunday,7,1,2025,,,,,0,0,0,47.9,2.97,308.99,4.61,4.82,19,3,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_751,24,2025-01-20,2025_04,Monday,1,1,2025,,,,,0,0,0,52.6,3.14,308.51,4.58,4.82,20,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_752,18,2025-01-21,2025_04,Tuesday,2,1,2025,,,,,0,0,0,51.2,3.06,308.4,4.61,4.82,21,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_753,23,2025-01-22,2025_04,Wednesday,3,1,2025,,,,,0,0,0,47.8,3.12,308.48,4.62,4.82,22,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_754,22,2025-01-23,2025_04,Thursday,4,1,2025,,,,,0,0,0,63.3,3.21,308.64,4.61,4.82,23,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_755,22,2025-01-24,2025_04,Friday,5,1,2025,,,,,0,0,0,62.1,3.11,309.21,4.62,4.82,24,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_756,20,2025-01-25,2025_04,Saturday,6,1,2025,,,,,0,0,0,59.1,3.19,308.76,4.55,4.82,25,4,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_757,21,2025-01-26,2025_04,Sunday,7,1,2025,,,,,0,0,0,49.0,3.15,308.9,4.58,4.83,26,4,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_758,14,2025-01-27,2025_05,Monday,1,1,2025,,,,,0,0,0,58.0,3.24,309.09,4.62,4.83,27,5,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_759,17,2025-01-28,2025_05,Tuesday,2,1,2025,,,,,0,0,0,57.2,3.23,308.18,4.62,4.83,28,5,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_760,12,2025-01-29,2025_05,Wednesday,3,1,2025,,,,,0,0,0,56.4,3.14,308.96,4.6,4.83,29,5,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_761,26,2025-01-30,2025_05,Thursday,4,1,2025,,,,,0,0,0,60.6,3.19,308.56,4.62,4.83,30,5,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_762,22,2025-01-31,2025_05,Friday,5,1,2025,,,,,0,0,0,57.7,3.29,307.69,4.64,4.83,31,5,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_763,42,2025-02-01,2025_05,Saturday,6,2,2025,,,,,1,1,1,58.5,3.24,307.86,4.68,4.83,1,5,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_764,21,2025-02-02,2025_05,Sunday,7,2,2025,,,,,1,1,1,58.2,3.11,308.33,4.63,5.02,2,5,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_765,18,2025-02-03,2025_06,Monday,1,2,2025,,,,,1,1,1,56.9,3.28,308.96,4.66,5.02,3,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_766,20,2025-02-04,2025_06,Tuesday,2,2,2025,,,,,1,1,1,46.5,3.14,308.82,4.61,5.02,4,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_767,18,2025-02-05,2025_06,Wednesday,3,2,2025,,,,,1,1,1,56.1,3.35,308.86,4.67,5.02,5,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_768,18,2025-02-06,2025_06,Thursday,4,2,2025,,,,,1,1,1,53.1,3.32,309.59,4.66,5.02,6,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_769,19,2025-02-07,2025_06,Friday,5,2,2025,,,,,1,1,1,49.7,3.27,308.32,4.69,5.02,7,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_770,19,2025-02-08,2025_06,Saturday,6,2,2025,,,,,0,0,0,64.7,3.27,308.83,4.68,5.02,8,6,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_771,20,2025-02-09,2025_06,Sunday,7,2,2025,,,,,0,0,0,65.2,3.24,308.98,4.67,4.84,9,6,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_772,23,2025-02-10,2025_07,Monday,1,2,2025,,,,,0,0,0,63.6,3.32,308.58,4.64,4.84,10,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_773,17,2025-02-11,2025_07,Tuesday,2,2,2025,,,,,0,0,0,58.3,3.24,308.91,4.66,4.84,11,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_774,30,2025-02-12,2025_07,Wednesday,3,2,2025,,,,,0,0,0,64.1,3.3,308.27,4.7,4.84,12,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_775,14,2025-02-13,2025_07,Thursday,4,2,2025,,,,,0,0,0,57.6,3.35,309.5,4.62,4.84,13,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_776,32,2025-02-14,2025_07,Friday,5,2,2025,Valentines,National,,,0,0,0,58.8,3.24,308.68,4.62,4.84,14,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_777,23,2025-02-15,2025_07,Saturday,6,2,2025,,,,,0,0,0,52.6,3.25,309.78,4.66,4.84,15,7,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_778,23,2025-02-16,2025_07,Sunday,7,2,2025,,,,,0,0,0,60.3,3.21,308.97,4.67,4.97,16,7,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_779,15,2025-02-17,2025_08,Monday,1,2,2025,,,,,0,0,0,58.9,3.22,309.42,4.61,4.97,17,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_780,18,2025-02-18,2025_08,Tuesday,2,2,2025,,,,,0,0,0,52.3,3.17,309.0,4.65,4.97,18,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_781,23,2025-02-19,2025_08,Wednesday,3,2,2025,,,,,0,0,0,58.9,3.38,309.03,4.65,4.97,19,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_782,27,2025-02-20,2025_08,Thursday,4,2,2025,,,,,0,0,0,59.0,3.47,308.82,4.54,4.97,20,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_783,22,2025-02-21,2025_08,Friday,5,2,2025,,,,,0,0,0,68.6,3.44,309.12,4.64,4.97,21,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_784,22,2025-02-22,2025_08,Saturday,6,2,2025,,,,,0,0,0,64.4,3.2,309.22,4.64,4.97,22,8,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_785,22,2025-02-23,2025_08,Sunday,7,2,2025,,,,,0,0,0,60.3,3.4,308.8,4.64,4.79,23,8,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_786,19,2025-02-24,2025_09,Monday,1,2,2025,,,,,0,0,0,61.7,3.46,309.08,4.72,4.79,24,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_787,19,2025-02-25,2025_09,Tuesday,2,2,2025,,,,,0,0,0,61.0,3.31,308.9,4.59,4.79,25,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_788,21,2025-02-26,2025_09,Wednesday,3,2,2025,,,,,0,0,0,60.0,3.36,310.09,4.61,4.79,26,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_789,24,2025-02-27,2025_09,Thursday,4,2,2025,,,,,0,0,0,55.9,3.2,309.15,4.52,4.79,27,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_790,25,2025-02-28,2025_09,Friday,5,2,2025,,,,,0,0,0,60.9,3.39,309.82,4.62,4.79,28,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_791,23,2025-03-01,2025_09,Saturday,6,3,2025,,,,,1,1,1,58.2,3.29,309.14,4.63,4.79,1,9,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_792,21,2025-03-02,2025_09,Sunday,7,3,2025,,,,,1,1,1,56.0,3.39,309.34,4.62,5.11,2,9,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_793,20,2025-03-03,2025_10,Monday,1,3,2025,,,,,1,1,1,65.1,3.26,308.73,4.7,5.11,3,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_794,21,2025-03-04,2025_10,Tuesday,2,3,2025,,,,,1,1,1,64.8,3.43,309.1,4.69,5.11,4,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_795,17,2025-03-05,2025_10,Wednesday,3,3,2025,,,,,1,1,1,54.2,3.48,309.38,4.65,5.11,5,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_796,17,2025-03-06,2025_10,Thursday,4,3,2025,,,,,1,1,1,62.8,3.34,309.94,4.62,5.11,6,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_797,20,2025-03-07,2025_10,Friday,5,3,2025,,,,,1,1,1,68.7,3.31,309.42,4.69,5.11,7,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_798,28,2025-03-08,2025_10,Saturday,6,3,2025,,,,,0,0,0,69.3,3.24,309.9,4.64,5.11,8,10,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_799,25,2025-03-09,2025_10,Sunday,7,3,2025,,,,,0,0,0,69.4,3.39,309.62,4.6,5.03,9,10,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_800,25,2025-03-10,2025_11,Monday,1,3,2025,,,,,0,0,0,64.8,3.37,310.03,4.55,5.03,10,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_801,32,2025-03-11,2025_11,Tuesday,2,3,2025,,,,,0,0,0,60.7,3.3,309.38,4.62,5.03,11,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_802,20,2025-03-12,2025_11,Wednesday,3,3,2025,,,,,0,0,0,59.8,3.46,310.37,4.67,5.03,12,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_803,20,2025-03-13,2025_11,Thursday,4,3,2025,,,,,0,0,0,67.3,3.4,309.24,4.75,5.03,13,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_804,24,2025-03-14,2025_11,Friday,5,3,2025,,,,,0,0,0,67.7,3.35,309.15,4.64,5.03,14,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_805,24,2025-03-15,2025_11,Saturday,6,3,2025,,,,,0,0,0,72.6,3.4,308.99,4.59,5.03,15,11,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_806,18,2025-03-16,2025_11,Sunday,7,3,2025,,,,,0,0,0,72.0,3.53,310.42,4.57,4.91,16,11,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_807,16,2025-03-17,2025_12,Monday,1,3,2025,,,,,0,0,0,66.1,3.5,309.84,4.66,4.91,17,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_808,20,2025-03-18,2025_12,Tuesday,2,3,2025,,,,,0,0,0,60.9,3.44,309.39,4.54,4.91,18,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_809,29,2025-03-19,2025_12,Wednesday,3,3,2025,,,,,0,0,0,65.8,3.51,310.04,4.65,4.91,19,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_810,20,2025-03-20,2025_12,Thursday,4,3,2025,,,,,0,0,0,68.8,3.37,309.84,4.66,4.91,20,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_811,28,2025-03-21,2025_12,Friday,5,3,2025,,,,,0,0,0,67.0,3.47,310.37,4.64,4.91,21,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_812,34,2025-03-22,2025_12,Saturday,6,3,2025,,,,,0,0,0,65.4,3.48,308.98,4.61,4.91,22,12,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_813,26,2025-03-23,2025_12,Sunday,7,3,2025,,,,,0,0,0,69.9,3.44,309.51,4.64,5.24,23,12,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_814,23,2025-03-24,2025_13,Monday,1,3,2025,,,,,0,0,0,66.4,3.51,309.45,4.62,5.24,24,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_815,16,2025-03-25,2025_13,Tuesday,2,3,2025,,,,,0,0,0,66.1,3.42,308.86,4.57,5.24,25,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_816,19,2025-03-26,2025_13,Wednesday,3,3,2025,,,,,0,0,0,71.1,3.52,310.09,4.7,5.24,26,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_817,16,2025-03-27,2025_13,Thursday,4,3,2025,,,,,0,0,0,67.8,3.53,309.58,4.59,5.24,27,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_818,20,2025-03-28,2025_13,Friday,5,3,2025,,,,,0,0,0,71.4,3.26,310.0,4.64,5.24,28,13,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_819,20,2025-03-29,2025_13,Saturday,6,3,2025,,,,,0,0,0,71.8,3.59,310.67,4.48,5.24,29,13,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_820,26,2025-03-30,2025_13,Sunday,7,3,2025,,,,,0,0,0,65.1,3.25,309.6,4.66,4.94,30,13,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_821,16,2025-03-31,2025_14,Monday,1,3,2025,,,,,0,0,0,68.7,3.45,309.59,4.67,4.94,31,14,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_822,16,2025-04-01,2025_14,Tuesday,2,4,2025,,,,,1,1,0,78.6,3.59,309.83,4.6,4.94,1,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_823,29,2025-04-02,2025_14,Wednesday,3,4,2025,,,,,1,1,0,65.9,3.48,310.19,4.62,4.94,2,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_824,15,2025-04-03,2025_14,Thursday,4,4,2025,,,,,1,1,0,61.4,3.39,309.59,4.62,4.94,3,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_825,38,2025-04-04,2025_14,Friday,5,4,2025,,,,,1,1,0,63.0,3.42,309.58,4.55,4.94,4,14,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_826,26,2025-04-05,2025_14,Saturday,6,4,2025,,,,,1,1,0,72.7,3.6,310.27,4.61,4.94,5,14,2,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_827,30,2025-04-06,2025_14,Sunday,7,4,2025,,,,,1,1,0,73.0,3.36,310.02,4.54,5.2,6,14,2,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_828,16,2025-04-07,2025_15,Monday,1,4,2025,,,,,1,1,0,72.6,3.61,309.07,4.55,5.2,7,15,2,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_829,22,2025-04-08,2025_15,Tuesday,2,4,2025,,,,,0,0,0,79.6,3.52,309.41,4.63,5.2,8,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_830,23,2025-04-09,2025_15,Wednesday,3,4,2025,,,,,0,0,0,60.4,3.43,310.52,4.62,5.2,9,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_831,18,2025-04-10,2025_15,Thursday,4,4,2025,,,,,0,0,0,76.1,3.48,310.1,4.53,5.2,10,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_832,28,2025-04-11,2025_15,Friday,5,4,2025,,,,,0,0,0,82.2,3.45,309.65,4.53,5.2,11,15,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_833,23,2025-04-12,2025_15,Saturday,6,4,2025,,,,,0,0,0,69.0,3.6,309.91,4.53,5.2,12,15,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_834,22,2025-04-13,2025_15,Sunday,7,4,2025,,,,,0,0,0,73.0,3.59,310.0,4.59,5.0,13,15,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_835,17,2025-04-14,2025_16,Monday,1,4,2025,,,,,0,0,0,71.5,3.4,310.31,4.5,5.0,14,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_836,25,2025-04-15,2025_16,Tuesday,2,4,2025,,,,,0,0,0,71.0,3.5,309.49,4.57,5.0,15,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_837,23,2025-04-16,2025_16,Wednesday,3,4,2025,,,,,0,0,0,74.2,3.47,309.71,4.58,5.0,16,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_838,24,2025-04-17,2025_16,Thursday,4,4,2025,,,,,0,0,0,83.2,3.64,310.18,4.54,5.0,17,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_839,26,2025-04-18,2025_16,Friday,5,4,2025,,,,,0,0,0,85.5,3.43,310.04,4.59,5.0,18,16,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_840,29,2025-04-19,2025_16,Saturday,6,4,2025,,,,,0,0,0,74.9,3.67,310.33,4.52,5.0,19,16,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_841,20,2025-04-20,2025_16,Sunday,7,4,2025,,,,,0,0,0,86.4,3.54,309.63,4.52,5.28,20,16,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_842,23,2025-04-21,2025_17,Monday,1,4,2025,,,,,0,0,0,77.3,3.45,310.28,4.48,5.28,21,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_843,17,2025-04-22,2025_17,Tuesday,2,4,2025,,,,,0,0,0,86.2,3.49,310.59,4.58,5.28,22,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_844,22,2025-04-23,2025_17,Wednesday,3,4,2025,,,,,0,0,0,77.2,3.48,310.37,4.48,5.28,23,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_845,21,2025-04-24,2025_17,Thursday,4,4,2025,,,,,0,0,0,78.6,3.45,310.25,4.54,5.28,24,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_846,21,2025-04-25,2025_17,Friday,5,4,2025,,,,,0,0,0,80.0,3.56,310.17,4.51,5.28,25,17,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_847,26,2025-04-26,2025_17,Saturday,6,4,2025,,,,,0,0,0,94.3,3.45,309.89,4.46,5.28,26,17,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_848,25,2025-04-27,2025_17,Sunday,7,4,2025,,,,,0,0,0,83.0,3.37,310.22,4.48,5.15,27,17,2,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_849,24,2025-04-28,2025_18,Monday,1,4,2025,,,,,0,0,0,75.4,3.52,310.77,4.57,5.15,28,18,2,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_850,29,2025-04-29,2025_18,Tuesday,2,4,2025,,,,,0,0,0,84.0,3.41,310.23,4.51,5.15,29,18,2,0,1,0
