store_id,item_id,wm_yr_wk,sell_price
CA_1,FOODS_1_001,2024-01-27,4.96
CA_1,FOODS_1_001,2024-02-03,4.69
CA_1,FOODS_1_001,2024-02-10,4.98
CA_1,FOODS_1_001,2024-02-17,4.89
CA_1,FOODS_1_001,2024-02-24,5.05
CA_1,FOODS_1_001,2024-03-02,4.93
CA_1,FOODS_1_001,2024-03-09,5.13
CA_1,FOODS_1_001,2024-03-16,5.1
CA_1,FOODS_1_001,2024-03-23,5.28
CA_1,FOODS_1_001,2024-03-30,5.11
CA_1,FOODS_1_001,2024-04-06,5.01
CA_1,FOODS_1_001,2024-04-13,5.07
CA_1,FOODS_1_001,2024-04-20,4.91
CA_1,FOODS_1_001,2024-04-27,5.12
CA_1,FOODS_1_001,2024-05-04,5.12
CA_1,FOODS_1_001,2024-05-11,5.34
CA_1,FOODS_1_001,2024-05-18,4.92
CA_1,FOODS_1_001,2024-05-25,4.93
CA_1,FOODS_1_001,2024-06-01,4.86
CA_1,FOODS_1_001,2024-06-08,4.92
CA_1,FOODS_1_001,2024-06-15,4.91
CA_1,FOODS_1_001,2024-06-22,4.81
CA_1,FOODS_1_001,2024-06-29,4.91
CA_1,FOODS_1_001,2024-07-06,4.67
CA_1,FOODS_1_001,2024-07-13,4.82
CA_1,FOODS_1_001,2024-07-20,4.72
CA_1,FOODS_1_001,2024-07-27,4.62
CA_1,FOODS_1_001,2024-08-03,4.55
CA_1,FOODS_1_001,2024-08-10,4.83
CA_1,FOODS_1_001,2024-08-17,4.44
CA_1,FOODS_1_001,2024-08-24,4.54
CA_1,FOODS_1_001,2024-08-31,4.4
CA_1,FOODS_1_001,2024-09-07,4.66
CA_1,FOODS_1_001,2024-09-14,4.55
CA_1,FOODS_1_001,2024-09-21,4.37
CA_1,FOODS_1_001,2024-09-28,4.49
CA_1,FOODS_1_001,2024-10-05,4.47
CA_1,FOODS_1_001,2024-10-12,4.39
CA_1,FOODS_1_001,2024-10-19,4.54
CA_1,FOODS_1_001,2024-10-26,4.51
CA_1,FOODS_1_001,2024-11-02,4.51
CA_1,FOODS_1_001,2024-11-09,4.51
CA_1,FOODS_1_001,2024-11-16,4.59
CA_1,FOODS_1_001,2024-11-23,4.6
CA_1,FOODS_1_001,2024-11-30,4.61
CA_1,FOODS_1_001,2024-12-07,4.57
CA_1,FOODS_1_001,2024-12-14,4.88
CA_1,FOODS_1_001,2024-12-21,4.59
CA_1,FOODS_1_001,2024-12-28,4.81
CA_1,FOODS_1_001,2025-01-04,4.76
CA_1,FOODS_1_001,2025-01-11,5.05
CA_1,FOODS_1_001,2025-01-18,4.76
CA_1,FOODS_1_001,2025-01-25,4.82
CA_1,FOODS_1_001,2025-02-01,4.83
CA_1,FOODS_1_001,2025-02-08,5.02
CA_1,FOODS_1_001,2025-02-15,4.84
CA_1,FOODS_1_001,2025-02-22,4.97
CA_1,FOODS_1_001,2025-03-01,4.79
CA_1,FOODS_1_001,2025-03-08,5.11
CA_1,FOODS_1_001,2025-03-15,5.03
CA_1,FOODS_1_001,2025-03-22,4.91
CA_1,FOODS_1_001,2025-03-29,5.24
CA_1,FOODS_1_001,2025-04-05,4.94
CA_1,FOODS_1_001,2025-04-12,5.2
CA_1,FOODS_1_001,2025-04-19,5.0
CA_1,FOODS_1_001,2025-04-26,5.28
CA_1,FOODS_1_001,2025-05-03,5.15
CA_1,FOODS_1_001,2025-05-10,4.91
CA_1,FOODS_1_001,2025-05-17,4.89
CA_1,FOODS_1_001,2025-05-24,5.05
CA_1,FOODS_1_001,2025-05-31,4.91
CA_1,FOODS_1_001,2025-06-07,4.89
CA_1,FOODS_1_001,2025-06-14,5.03
CA_1,FOODS_1_001,2025-06-21,4.74
CA_1,FOODS_1_001,2025-06-28,4.8
CA_1,FOODS_1_001,2025-07-05,4.86
CA_1,FOODS_1_001,2025-07-12,4.81
CA_1,FOODS_1_001,2025-07-19,4.65
CA_1,FOODS_1_001,2025-07-26,4.6
CA_1,FOODS_1_001,2025-08-02,4.4
CA_1,FOODS_1_001,2025-08-09,4.45
CA_1,FOODS_1_001,2025-08-16,4.57
CA_1,FOODS_1_001,2025-08-23,4.49
CA_1,FOODS_1_001,2025-08-30,4.49
CA_1,FOODS_1_001,2025-09-06,4.58
CA_1,FOODS_1_001,2025-09-13,4.32
CA_1,FOODS_1_001,2025-09-20,4.42
CA_1,FOODS_1_001,2025-09-27,4.46
CA_1,FOODS_1_001,2025-10-04,4.36
CA_1,FOODS_1_001,2025-10-11,4.6
CA_1,FOODS_1_001,2025-10-18,4.55
CA_1,FOODS_1_001,2025-10-25,4.5
CA_1,FOODS_1_001,2025-11-01,4.68
CA_1,FOODS_1_001,2025-11-08,4.34
CA_1,FOODS_1_001,2025-11-15,4.53
CA_1,FOODS_1_001,2025-11-22,4.6
CA_1,FOODS_1_001,2025-11-29,4.49
CA_1,FOODS_1_001,2025-12-06,4.67
CA_1,FOODS_1_001,2025-12-13,4.54
CA_1,FOODS_1_001,2025-12-20,4.79
CA_1,FOODS_1_001,2025-12-27,4.87
CA_2,FOODS_1_001,2023-01-07,4.48
CA_2,FOODS_1_001,2023-01-14,4.28
CA_2,FOODS_1_001,2023-01-21,4.42
CA_2,FOODS_1_001,2023-01-28,4.63
CA_2,FOODS_1_001,2023-02-04,4.59
CA_2,FOODS_1_001,2023-02-11,4.31
CA_2,FOODS_1_001,2023-02-18,4.79
CA_2,FOODS_1_001,2023-02-25,4.69
CA_2,FOODS_1_001,2023-03-04,4.59
CA_2,FOODS_1_001,2023-03-11,4.82
CA_2,FOODS_1_001,2023-03-18,4.64
CA_2,FOODS_1_001,2023-03-25,4.64
CA_2,FOODS_1_001,2023-04-01,4.77
CA_2,FOODS_1_001,2023-04-08,4.93
CA_2,FOODS_1_001,2023-04-15,4.91
CA_2,FOODS_1_001,2023-04-22,4.75
CA_2,FOODS_1_001,2023-04-29,4.75
CA_2,FOODS_1_001,2023-05-06,4.77
CA_2,FOODS_1_001,2023-05-13,4.5
CA_2,FOODS_1_001,2023-05-20,4.7
CA_2,FOODS_1_001,2023-05-27,4.51
CA_2,FOODS_1_001,2023-06-03,4.6
CA_2,FOODS_1_001,2023-06-10,4.5
CA_2,FOODS_1_001,2023-06-17,4.55
CA_2,FOODS_1_001,2023-06-24,4.47
CA_2,FOODS_1_001,2023-07-01,4.08
CA_2,FOODS_1_001,2023-07-08,4.4
CA_2,FOODS_1_001,2023-07-15,4.42
CA_2,FOODS_1_001,2023-07-22,4.36
CA_2,FOODS_1_001,2023-07-29,4.27
CA_2,FOODS_1_001,2023-08-05,4.42
CA_2,FOODS_1_001,2023-08-12,4.25
CA_2,FOODS_1_001,2023-08-19,4.23
CA_2,FOODS_1_001,2023-08-26,4.27
CA_2,FOODS_1_001,2023-09-02,4.18
CA_2,FOODS_1_001,2023-09-09,4.04
CA_2,FOODS_1_001,2023-09-16,3.87
CA_2,FOODS_1_001,2023-09-23,4.06
CA_2,FOODS_1_001,2023-09-30,4.19
CA_2,FOODS_1_001,2023-10-07,4.07
CA_2,FOODS_1_001,2023-10-14,4.2
CA_2,FOODS_1_001,2023-10-21,4.14
CA_2,FOODS_1_001,2023-10-28,4.27
CA_2,FOODS_1_001,2023-11-04,4.13
CA_2,FOODS_1_001,2023-11-11,4.23
CA_2,FOODS_1_001,2023-11-18,4.26
CA_2,FOODS_1_001,2023-11-25,4.4
CA_2,FOODS_1_001,2023-12-02,4.09
CA_2,FOODS_1_001,2023-12-09,4.25
CA_2,FOODS_1_001,2023-12-16,4.43
CA_2,FOODS_1_001,2023-12-23,4.54
CA_2,FOODS_1_001,2023-12-30,4.44
CA_2,FOODS_1_001,2024-01-06,4.42
CA_2,FOODS_1_001,2024-01-13,4.57
CA_2,FOODS_1_001,2024-01-20,4.62
CA_2,FOODS_1_001,2024-01-27,4.51
CA_2,FOODS_1_001,2024-02-03,4.63
CA_2,FOODS_1_001,2024-02-10,4.75
CA_2,FOODS_1_001,2024-02-17,4.86
CA_2,FOODS_1_001,2024-02-24,4.75
CA_2,FOODS_1_001,2024-03-02,4.69
CA_2,FOODS_1_001,2024-03-09,4.7
CA_2,FOODS_1_001,2024-03-16,4.78
CA_2,FOODS_1_001,2024-03-23,4.71
CA_2,FOODS_1_001,2024-03-30,4.75
CA_2,FOODS_1_001,2024-04-06,4.6
CA_2,FOODS_1_001,2024-04-13,4.87
CA_2,FOODS_1_001,2024-04-20,4.57
CA_2,FOODS_1_001,2024-04-27,4.64
CA_2,FOODS_1_001,2024-05-04,4.69
CA_2,FOODS_1_001,2024-05-11,4.89
CA_2,FOODS_1_001,2024-05-18,4.58
CA_2,FOODS_1_001,2024-05-25,4.52
CA_2,FOODS_1_001,2024-06-01,4.51
CA_2,FOODS_1_001,2024-06-08,4.72
CA_2,FOODS_1_001,2024-06-15,4.18
CA_2,FOODS_1_001,2024-06-22,4.35
CA_2,FOODS_1_001,2024-06-29,4.73
CA_2,FOODS_1_001,2024-07-06,4.45
CA_2,FOODS_1_001,2024-07-13,4.23
CA_2,FOODS_1_001,2024-07-20,4.31
CA_2,FOODS_1_001,2024-07-27,4.29
CA_2,FOODS_1_001,2024-08-03,4.34
CA_2,FOODS_1_001,2024-08-10,4.41
CA_2,FOODS_1_001,2024-08-17,4.23
CA_2,FOODS_1_001,2024-08-24,4.11
CA_2,FOODS_1_001,2024-08-31,4.23
CA_2,FOODS_1_001,2024-09-07,4.06
CA_2,FOODS_1_001,2024-09-14,4.01
CA_2,FOODS_1_001,2024-09-21,3.93
CA_2,FOODS_1_001,2024-09-28,3.95
CA_2,FOODS_1_001,2024-10-05,4.02
CA_2,FOODS_1_001,2024-10-12,3.99
CA_2,FOODS_1_001,2024-10-19,4.16
CA_2,FOODS_1_001,2024-10-26,4.01
CA_2,FOODS_1_001,2024-11-02,3.83
CA_2,FOODS_1_001,2024-11-09,4.07
CA_2,FOODS_1_001,2024-11-16,4.15
CA_2,FOODS_1_001,2024-11-23,4.17
CA_2,FOODS_1_001,2024-11-30,4.43
CA_2,FOODS_1_001,2024-12-07,4.23
CA_2,FOODS_1_001,2024-12-14,4.43
CA_2,FOODS_1_001,2024-12-21,4.37
CA_2,FOODS_1_001,2024-12-28,4.4
CA_2,FOODS_1_001,2025-01-04,4.35
CA_2,FOODS_1_001,2025-01-11,4.47
CA_2,FOODS_1_001,2025-01-18,4.43
CA_2,FOODS_1_001,2025-01-25,4.57
CA_2,FOODS_1_001,2025-02-01,4.55
CA_2,FOODS_1_001,2025-02-08,4.5
CA_2,FOODS_1_001,2025-02-15,4.75
CA_2,FOODS_1_001,2025-02-22,4.71
CA_2,FOODS_1_001,2025-03-01,4.63
CA_2,FOODS_1_001,2025-03-08,4.72
CA_2,FOODS_1_001,2025-03-15,4.7
CA_2,FOODS_1_001,2025-03-22,4.62
CA_2,FOODS_1_001,2025-03-29,4.73
CA_2,FOODS_1_001,2025-04-05,4.65
CA_2,FOODS_1_001,2025-04-12,4.61
CA_2,FOODS_1_001,2025-04-19,4.52
CA_2,FOODS_1_001,2025-04-26,4.66
CA_2,FOODS_1_001,2025-05-03,4.75
CA_2,FOODS_1_001,2025-05-10,4.58
CA_2,FOODS_1_001,2025-05-17,4.93
CA_2,FOODS_1_001,2025-05-24,4.71
CA_2,FOODS_1_001,2025-05-31,4.73
CA_2,FOODS_1_001,2025-06-07,4.63
CA_2,FOODS_1_001,2025-06-14,4.72
CA_2,FOODS_1_001,2025-06-21,4.39
CA_2,FOODS_1_001,2025-06-28,4.15
CA_2,FOODS_1_001,2025-07-05,4.35
CA_2,FOODS_1_001,2025-07-12,4.42
CA_2,FOODS_1_001,2025-07-19,4.34
CA_2,FOODS_1_001,2025-07-26,4.32
CA_2,FOODS_1_001,2025-08-02,4.4
CA_2,FOODS_1_001,2025-08-09,4.27
CA_2,FOODS_1_001,2025-08-16,4.28
CA_2,FOODS_1_001,2025-08-23,4.08
CA_2,FOODS_1_001,2025-08-30,4.04
CA_2,FOODS_1_001,2025-09-06,4.3
CA_2,FOODS_1_001,2025-09-13,4.13
CA_2,FOODS_1_001,2025-09-20,4.05
CA_2,FOODS_1_001,2025-09-27,4.05
CA_2,FOODS_1_001,2025-10-04,4.04
CA_2,FOODS_1_001,2025-10-11,4.04
CA_2,FOODS_1_001,2025-10-18,3.99
CA_2,FOODS_1_001,2025-10-25,3.98
CA_2,FOODS_1_001,2025-11-01,4.13
CA_2,FOODS_1_001,2025-11-08,4.11
CA_2,FOODS_1_001,2025-11-15,4.31
CA_2,FOODS_1_001,2025-11-22,4.26
CA_2,FOODS_1_001,2025-11-29,4.28
CA_2,FOODS_1_001,2025-12-06,4.21
CA_2,FOODS_1_001,2025-12-13,4.31
CA_2,FOODS_1_001,2025-12-20,4.4
CA_2,FOODS_1_001,2025-12-27,4.47
CA_3,FOODS_1_001,2023-01-07,4.18
CA_3,FOODS_1_001,2023-01-14,4.34
CA_3,FOODS_1_001,2023-01-21,4.26
CA_3,FOODS_1_001,2023-01-28,4.37
CA_3,FOODS_1_001,2023-02-04,4.26
CA_3,FOODS_1_001,2023-02-11,4.15
CA_3,FOODS_1_001,2023-02-18,4.4
CA_3,FOODS_1_001,2023-02-25,4.47
CA_3,FOODS_1_001,2023-03-04,4.47
CA_3,FOODS_1_001,2023-03-11,4.47
CA_3,FOODS_1_001,2023-03-18,4.4
CA_3,FOODS_1_001,2023-03-25,4.35
CA_3,FOODS_1_001,2023-04-01,4.5
CA_3,FOODS_1_001,2023-04-08,4.49
CA_3,FOODS_1_001,2023-04-15,4.37
CA_3,FOODS_1_001,2023-04-22,4.55
CA_3,FOODS_1_001,2023-04-29,4.31
CA_3,FOODS_1_001,2023-05-06,4.33
CA_3,FOODS_1_001,2023-05-13,4.55
CA_3,FOODS_1_001,2023-05-20,4.44
CA_3,FOODS_1_001,2023-05-27,4.28
CA_3,FOODS_1_001,2023-06-03,4.32
CA_3,FOODS_1_001,2023-06-10,4.27
CA_3,FOODS_1_001,2023-06-17,3.93
CA_3,FOODS_1_001,2023-06-24,4.1
CA_3,FOODS_1_001,2023-07-01,4.15
CA_3,FOODS_1_001,2023-07-08,4.08
CA_3,FOODS_1_001,2023-07-15,4.11
CA_3,FOODS_1_001,2023-07-22,4.17
CA_3,FOODS_1_001,2023-07-29,3.99
CA_3,FOODS_1_001,2023-08-05,3.88
CA_3,FOODS_1_001,2023-08-12,3.99
CA_3,FOODS_1_001,2023-08-19,3.91
CA_3,FOODS_1_001,2023-08-26,3.9
CA_3,FOODS_1_001,2023-09-02,3.87
CA_3,FOODS_1_001,2023-09-09,4.1
CA_3,FOODS_1_001,2023-09-16,3.65
CA_3,FOODS_1_001,2023-09-23,3.83
CA_3,FOODS_1_001,2023-09-30,3.86
CA_3,FOODS_1_001,2023-10-07,3.79
CA_3,FOODS_1_001,2023-10-14,3.96
CA_3,FOODS_1_001,2023-10-21,3.96
CA_3,FOODS_1_001,2023-10-28,3.89
CA_3,FOODS_1_001,2023-11-04,3.88
CA_3,FOODS_1_001,2023-11-11,3.92
CA_3,FOODS_1_001,2023-11-18,3.95
CA_3,FOODS_1_001,2023-11-25,3.97
CA_3,FOODS_1_001,2023-12-02,3.99
CA_3,FOODS_1_001,2023-12-09,4.07
CA_3,FOODS_1_001,2023-12-16,4.15
CA_3,FOODS_1_001,2023-12-23,3.98
CA_3,FOODS_1_001,2023-12-30,4.04
CA_3,FOODS_1_001,2024-01-06,4.0
CA_3,FOODS_1_001,2024-01-13,4.31
CA_3,FOODS_1_001,2024-01-20,4.28
CA_3,FOODS_1_001,2024-01-27,4.34
CA_3,FOODS_1_001,2024-02-03,4.16
CA_3,FOODS_1_001,2024-02-10,4.53
CA_3,FOODS_1_001,2024-02-17,4.3
CA_3,FOODS_1_001,2024-02-24,4.41
CA_3,FOODS_1_001,2024-03-02,4.5
CA_3,FOODS_1_001,2024-03-09,4.31
CA_3,FOODS_1_001,2024-03-16,4.37
CA_3,FOODS_1_001,2024-03-23,4.46
CA_3,FOODS_1_001,2024-03-30,4.76
CA_3,FOODS_1_001,2024-04-06,4.48
CA_3,FOODS_1_001,2024-04-13,4.61
CA_3,FOODS_1_001,2024-04-20,4.56
CA_3,FOODS_1_001,2024-04-27,4.45
CA_3,FOODS_1_001,2024-05-04,4.29
CA_3,FOODS_1_001,2024-05-11,4.49
CA_3,FOODS_1_001,2024-05-18,4.19
CA_3,FOODS_1_001,2024-05-25,4.5
CA_3,FOODS_1_001,2024-06-01,4.32
CA_3,FOODS_1_001,2024-06-08,3.98
CA_3,FOODS_1_001,2024-06-15,4.19
CA_3,FOODS_1_001,2024-06-22,4.26
CA_3,FOODS_1_001,2024-06-29,4.14
CA_3,FOODS_1_001,2024-07-06,4.2
CA_3,FOODS_1_001,2024-07-13,4.0
CA_3,FOODS_1_001,2024-07-20,3.92
CA_3,FOODS_1_001,2024-07-27,4.02
CA_3,FOODS_1_001,2024-08-03,4.0
CA_3,FOODS_1_001,2024-08-10,3.93
CA_3,FOODS_1_001,2024-08-17,4.06
CA_3,FOODS_1_001,2024-08-24,3.84
CA_3,FOODS_1_001,2024-08-31,3.93
CA_3,FOODS_1_001,2024-09-07,3.89
CA_3,FOODS_1_001,2024-09-14,3.72
CA_3,FOODS_1_001,2024-09-21,3.74
CA_3,FOODS_1_001,2024-09-28,3.86
CA_3,FOODS_1_001,2024-10-05,4.05
CA_3,FOODS_1_001,2024-10-12,3.92
CA_3,FOODS_1_001,2024-10-19,3.71
CA_3,FOODS_1_001,2024-10-26,3.59
CA_3,FOODS_1_001,2024-11-02,3.98
CA_3,FOODS_1_001,2024-11-09,3.92
CA_3,FOODS_1_001,2024-11-16,4.06
CA_3,FOODS_1_001,2024-11-23,3.89
CA_3,FOODS_1_001,2024-11-30,4.04
CA_3,FOODS_1_001,2024-12-07,4.12
CA_3,FOODS_1_001,2024-12-14,4.03
CA_3,FOODS_1_001,2024-12-21,4.06
CA_3,FOODS_1_001,2024-12-28,4.14
CA_3,FOODS_1_001,2025-01-04,4.23
CA_3,FOODS_1_001,2025-01-11,4.21
CA_3,FOODS_1_001,2025-01-18,4.34
CA_3,FOODS_1_001,2025-01-25,4.22
CA_3,FOODS_1_001,2025-02-01,4.16
CA_3,FOODS_1_001,2025-02-08,4.55
CA_3,FOODS_1_001,2025-02-15,4.29
CA_3,FOODS_1_001,2025-02-22,4.32
CA_3,FOODS_1_001,2025-03-01,4.39
CA_3,FOODS_1_001,2025-03-08,4.43
CA_3,FOODS_1_001,2025-03-15,4.39
CA_3,FOODS_1_001,2025-03-22,4.44
CA_3,FOODS_1_001,2025-03-29,4.44
CA_3,FOODS_1_001,2025-04-05,4.46
CA_3,FOODS_1_001,2025-04-12,4.18
CA_3,FOODS_1_001,2025-04-19,4.64
CA_3,FOODS_1_001,2025-04-26,4.4
CA_3,FOODS_1_001,2025-05-03,4.46
CA_3,FOODS_1_001,2025-05-10,4.23
CA_3,FOODS_1_001,2025-05-17,4.31
CA_3,FOODS_1_001,2025-05-24,4.26
CA_3,FOODS_1_001,2025-05-31,4.46
CA_3,FOODS_1_001,2025-06-07,4.21
CA_3,FOODS_1_001,2025-06-14,4.32
CA_3,FOODS_1_001,2025-06-21,4.14
CA_3,FOODS_1_001,2025-06-28,4.12
CA_3,FOODS_1_001,2025-07-05,4.11
CA_3,FOODS_1_001,2025-07-12,4.23
CA_3,FOODS_1_001,2025-07-19,3.87
CA_3,FOODS_1_001,2025-07-26,3.9
CA_3,FOODS_1_001,2025-08-02,3.81
CA_3,FOODS_1_001,2025-08-09,3.87
CA_3,FOODS_1_001,2025-08-16,3.87
CA_3,FOODS_1_001,2025-08-23,3.77
CA_3,FOODS_1_001,2025-08-30,3.83
CA_3,FOODS_1_001,2025-09-06,3.69
CA_3,FOODS_1_001,2025-09-13,3.78
CA_3,FOODS_1_001,2025-09-20,3.98
CA_3,FOODS_1_001,2025-09-27,3.9
CA_3,FOODS_1_001,2025-10-04,3.88
CA_3,FOODS_1_001,2025-10-11,3.77
CA_3,FOODS_1_001,2025-10-18,3.73
CA_3,FOODS_1_001,2025-10-25,3.78
CA_3,FOODS_1_001,2025-11-01,3.9
CA_3,FOODS_1_001,2025-11-08,4.01
CA_3,FOODS_1_001,2025-11-15,4.03
CA_3,FOODS_1_001,2025-11-22,4.03
CA_3,FOODS_1_001,2025-11-29,3.93
CA_3,FOODS_1_001,2025-12-06,4.03
CA_3,FOODS_1_001,2025-12-13,4.03
CA_3,FOODS_1_001,2025-12-20,4.08
CA_3,FOODS_1_001,2025-12-27,4.34
TX_1,FOODS_1_001,2023-01-07,4.6
TX_1,FOODS_1_001,2023-01-14,4.82
TX_1,FOODS_1_001,2023-01-21,5.04
TX_1,FOODS_1_001,2023-01-28,4.74
TX_1,FOODS_1_001,2023-02-04,4.88
TX_1,FOODS_1_001,2023-02-11,4.93
TX_1,FOODS_1_001,2023-02-18,4.99
TX_1,FOODS_1_001,2023-02-25,4.84
TX_1,FOODS_1_001,2023-03-04,5.14
TX_1,FOODS_1_001,2023-03-11,5.17
TX_1,FOODS_1_001,2023-03-18,5.16
TX_1,FOODS_1_001,2023-03-25,4.99
TX_1,FOODS_1_001,2023-04-01,5.12
TX_1,FOODS_1_001,2023-04-08,4.99
TX_1,FOODS_1_001,2023-04-15,5.05
TX_1,FOODS_1_001,2023-04-22,5.36
TX_1,FOODS_1_001,2023-04-29,5.08
TX_1,FOODS_1_001,2023-05-06,4.9
TX_1,FOODS_1_001,2023-05-13,5.05
TX_1,FOODS_1_001,2023-05-20,4.83
TX_1,FOODS_1_001,2023-05-27,4.81
TX_1,FOODS_1_001,2023-06-03,4.8
TX_1,FOODS_1_001,2023-06-10,4.84
TX_1,FOODS_1_001,2023-06-17,4.97
TX_1,FOODS_1_001,2023-06-24,4.88
TX_1,FOODS_1_001,2023-07-01,4.84
TX_1,FOODS_1_001,2023-07-08,4.6
TX_1,FOODS_1_001,2023-07-15,4.63
TX_1,FOODS_1_001,2023-07-22,4.69
TX_1,FOODS_1_001,2023-07-29,4.55
TX_1,FOODS_1_001,2023-08-05,4.55
TX_1,FOODS_1_001,2023-08-12,4.6
TX_1,FOODS_1_001,2023-08-19,4.48
TX_1,FOODS_1_001,2023-08-26,4.52
TX_1,FOODS_1_001,2023-09-02,4.66
TX_1,FOODS_1_001,2023-09-09,4.44
TX_1,FOODS_1_001,2023-09-16,4.58
TX_1,FOODS_1_001,2023-09-23,4.5
TX_1,FOODS_1_001,2023-09-30,4.27
TX_1,FOODS_1_001,2023-10-07,4.32
TX_1,FOODS_1_001,2023-10-14,4.35
TX_1,FOODS_1_001,2023-10-21,4.36
TX_1,FOODS_1_001,2023-10-28,4.46
TX_1,FOODS_1_001,2023-11-04,4.56
TX_1,FOODS_1_001,2023-11-11,4.66
TX_1,FOODS_1_001,2023-11-18,4.58
TX_1,FOODS_1_001,2023-11-25,4.52
TX_1,FOODS_1_001,2023-12-02,4.37
TX_1,FOODS_1_001,2023-12-09,4.65
TX_1,FOODS_1_001,2023-12-16,4.69
TX_1,FOODS_1_001,2023-12-23,4.75
TX_1,FOODS_1_001,2023-12-30,5.01
TX_1,FOODS_1_001,2024-01-06,4.95
TX_1,FOODS_1_001,2024-01-13,4.94
TX_1,FOODS_1_001,2024-01-20,4.77
TX_1,FOODS_1_001,2024-01-27,4.86
TX_1,FOODS_1_001,2024-02-03,4.94
TX_1,FOODS_1_001,2024-02-10,4.89
TX_1,FOODS_1_001,2024-02-17,5.08
TX_1,FOODS_1_001,2024-02-24,5.09
TX_1,FOODS_1_001,2024-03-02,4.93
TX_1,FOODS_1_001,2024-03-09,5.23
TX_1,FOODS_1_001,2024-03-16,5.11
TX_1,FOODS_1_001,2024-03-23,4.88
TX_1,FOODS_1_001,2024-03-30,5.1
TX_1,FOODS_1_001,2024-04-06,5.14
TX_1,FOODS_1_001,2024-04-13,5.22
TX_1,FOODS_1_001,2024-04-20,5.04
TX_1,FOODS_1_001,2024-04-27,5.18
TX_1,FOODS_1_001,2024-05-04,5.07
TX_1,FOODS_1_001,2024-05-11,4.86
TX_1,FOODS_1_001,2024-05-18,4.82
TX_1,FOODS_1_001,2024-05-25,5.11
TX_1,FOODS_1_001,2024-06-01,5.08
TX_1,FOODS_1_001,2024-06-08,4.94
TX_1,FOODS_1_001,2024-06-15,5.04
TX_1,FOODS_1_001,2024-06-22,4.95
TX_1,FOODS_1_001,2024-06-29,4.86
TX_1,FOODS_1_001,2024-07-06,4.63
TX_1,FOODS_1_001,2024-07-13,4.9
TX_1,FOODS_1_001,2024-07-20,4.72
TX_1,FOODS_1_001,2024-07-27,4.58
TX_1,FOODS_1_001,2024-08-03,4.51
TX_1,FOODS_1_001,2024-08-10,4.59
TX_1,FOODS_1_001,2024-08-17,4.34
TX_1,FOODS_1_001,2024-08-24,4.58
TX_1,FOODS_1_001,2024-08-31,4.37
TX_1,FOODS_1_001,2024-09-07,4.5
TX_1,FOODS_1_001,2024-09-14,4.39
TX_1,FOODS_1_001,2024-09-21,4.41
